Index,1003,1004,1005,1006,1007,1010,1011,1012,1013,1017,1021,1022,1025,1030,1032,1034,1036,1038,1042,1046,1047,1048,1049,1050,1051,1052,1053,1054,1057,1058,1059,1060,1068,1073,1079,1080,1083,1084,1085,1086,1088,1089,1091,1093,1096,1129,1131,1168,1177,1179,1180,1190,1191,1192,1194,1199,1200,1237,1239,1248,1249,1250,1259,1268,1372,1373,1375,1401,1428,1441,1449,1463,1507,1510,1511,1512,1529,1549,1553,1557,1558,1559,1560,1561,1563,1564,1576,1578,1593,1594,1598,1613,1614,1615,1617,1618,1620,1621,1622,1624,1625,1626,1627,1629,1630,1631,1632,1634,1635,1706,1708,1709,1712,1713,1714,1716,1718,1720,1730,1732,1733,1734,1736,1738,1739,1786,1799,1802,1804,1806,1807,1808,1809,1810,1811,1813,1814,1816,1818,1819,1825,1827,1830,1835,1838,1849,1852,1853,1854,1855,1862,1866,1873,1908,1909,1910,1911,1912,1913,1915,1916,1917,1918,1919,1922,1924,1925,1926,1927,1928,1930,1931,1932,1933,1936,1939,1940,1941,1996,1997,1998,2040,2043,2044,2045,2046,2047,2048,2096,2106,2107,2109,2110,2111,2169,2170,2171,2172
COSMIC.1240121,0.740909,0.45455,0.924667,0.881001,0.6795,0.968008,0.799596,0.858405,0.991442,0.975565,,0.695428,,,0.88836,0.293174,0.972216,,,0.84106,0.990011,0.843658,0.991513,,0.537223,,0.973259,0.985523,0.921109,0.835202,,0.918611,0.800033,0.906634,0.914005,0.786415,0.993556,0.982048,0.90974,,0.780081,0.919783,0.895305,0.964229,,,0.914987,0.981971,0.948764,0.742051,0.326459,0.522399,0.841421,,,0.950807,0.980707,0.975707,0.621869,0.798193,0.933682,0.688967,0.832241,0.933706,0.926846,0.980859,0.970796,0.71732,0.848439,0.747894,0.989103,0.895522,0.984591,0.968421,0.701851,0.987386,0.739053,0.962262,0.871166,0.946748,0.87728,0.569799,0.898905,0.62558,0.991615,0.861022,0.989684,0.943979,0.884834,,0.969868,0.912043,0.95449,0.987105,0.18146,0.944389,0.986951,0.984301,0.982164,0.944629,0.982307,0.933952,0.987142,0.94843,0.919176,0.900133,,0.973213,0.98314,0.930782,0.395592,0.255635,0.605092,0.87348,0.941999,0.976288,0.9517,0.780769,0.749667,0.969567,0.542138,0.726373,0.894923,0.441659,0.810341,0.991952,0.985561,0.986725,0.511806,0.849911,0.983854,0.500995,0.520308,0.452332,0.889985,0.772505,0.97276,0.930241,0.176655,0.06541,0.631786,0.945831,0.967709,0.84033,0.966536,0.602631,0.987362,0.984512,0.984139,0.985972,0.560095,0.8665,0.722547,0.916639,0.9762,0.799873,0.257025,0.861867,0.973601,0.98111,0.9279,0.805307,0.954851,0.966253,0.865423,0.947984,0.977296,0.669636,0.977963,0.959401,0.509194,0.983931,0.964619,0.987507,0.981044,0.823485,0.957427,0.273267,0.924045,0.867049,0.975343,0.706964,0.979181,0.947735,0.978974,0.984877,0.974535,0.710665,0.924276,0.922349,0.979932,0.915623,0.958347,0.969801,,0.958326,,
COSMIC.1240122,0.888931,0.89455,0.945984,0.95163,0.856442,0.922445,0.848735,0.671622,0.985372,0.95804,,0.723422,,,0.890919,0.469416,0.965008,,,0.888027,0.981969,0.879411,0.985789,,0.955089,,0.937039,0.952622,0.955965,0.853815,,0.956753,0.822025,0.929619,0.869222,0.967406,0.98801,0.970641,0.932675,,0.920122,0.976987,0.868248,0.966115,,,0.962353,0.898218,0.969448,0.809589,0.770324,0.631345,0.807269,,,0.905961,0.964564,0.969196,0.905455,0.687117,0.966658,0.956207,0.96479,0.973144,0.86262,0.961862,0.958083,0.95118,0.975852,0.978608,0.975706,0.973716,0.962203,0.915674,0.806943,0.975414,0.65512,0.906574,0.94641,0.968029,0.847912,0.829158,0.952077,0.843769,0.976553,0.897806,0.971208,0.891071,0.85047,,0.917158,0.954424,0.978097,0.975518,0.975557,0.969296,0.967769,0.970515,0.9558,0.92272,0.975098,0.94966,0.970267,0.881668,0.972651,0.972481,,0.943861,0.967052,0.895913,0.821675,0.782938,0.908451,0.941456,0.934397,0.933333,0.952213,0.97796,0.844058,0.682328,0.749347,0.782011,0.972543,0.950332,0.979597,0.988245,0.971625,0.980099,0.638835,0.976985,0.971257,0.809748,0.896308,0.938022,0.970832,0.95746,0.972648,0.953108,0.85688,0.855793,0.910941,0.48784,0.950688,0.925134,0.955563,0.615571,0.97877,0.800075,0.965225,0.96567,0.475755,0.900763,0.826695,0.870695,0.972967,0.893538,0.353959,0.87578,0.977744,0.946447,0.91105,0.873199,0.950551,0.909912,0.807028,0.938111,0.96656,0.836033,0.951456,0.94124,0.750067,0.981029,0.931354,0.981029,0.970117,0.815334,0.938958,0.13003,0.933458,0.968234,0.973564,0.847848,0.970763,0.918057,0.970066,0.963149,0.844998,0.838368,0.869022,0.952854,0.977334,0.940595,0.938432,0.926173,,0.94576,,
COSMIC.1240123,0.863983,0.714817,0.982003,0.979858,0.933408,0.828495,0.811389,0.709159,0.989498,0.980914,,0.593018,0.935781,,0.431576,0.420399,0.980336,,,0.804241,0.938606,0.827114,0.990013,,0.9891,,0.896241,0.937441,0.945495,0.805663,0.913726,0.92613,0.762137,0.807149,0.915041,0.993062,0.857086,0.986949,0.862614,,0.919267,0.769601,0.782318,0.932961,,,0.966482,0.762842,0.986455,0.534207,0.487976,0.648134,0.714156,,0.913079,0.906374,0.971921,0.972381,0.640279,0.793388,0.866522,0.94209,0.932425,0.985366,0.79553,0.989759,0.980403,0.792134,0.979079,0.900355,0.960389,0.939939,0.986002,0.906848,0.899083,0.975784,0.882495,0.607588,0.88456,0.98649,0.548622,0.792753,0.917746,0.728173,0.990171,0.875796,0.984874,0.884481,0.766985,0.979535,0.903575,0.964647,0.985359,0.986858,0.984281,0.962683,0.985889,0.982098,0.982676,0.837349,0.935951,0.782727,0.979394,0.894528,0.957194,0.943041,,0.891722,0.977791,0.587532,0.474734,0.637548,0.610765,0.820804,0.891365,0.9224,0.904405,0.683923,0.774966,0.799313,0.98566,0.714955,0.908336,0.783734,0.952255,0.957696,0.839339,0.983323,0.867697,0.854761,0.954494,0.848282,0.939208,0.966151,0.982201,0.979384,0.976572,0.915056,0.489989,0.433649,0.720145,0.676545,0.97516,0.883087,0.956772,0.612997,0.986089,0.973535,0.970283,0.986977,0.44385,0.887464,0.727535,0.835239,0.95371,0.846426,0.481118,0.876559,0.955048,0.85418,0.915659,0.719398,0.93192,0.749968,0.762583,0.955559,0.944157,0.787058,0.964658,0.945385,0.732614,0.979988,0.86827,0.985305,0.987022,0.952841,0.93931,0.79803,0.966272,0.975875,0.980284,0.818218,0.975096,0.981869,0.98452,0.865504,0.954144,0.841709,0.791335,0.964673,0.986992,0.948042,0.982208,0.91432,,0.974375,0.774566,
COSMIC.1240124,0.719822,0.773631,0.930512,0.854574,0.842533,0.980269,0.610618,0.740076,0.987656,0.973629,,0.823993,0.991143,,0.839502,0.341213,0.972308,,,0.847453,0.98912,0.83414,0.985945,,0.910009,,0.98235,0.909804,0.83878,0.880955,0.934314,0.70394,0.580018,0.958204,0.977873,0.933852,0.886087,0.982373,0.881229,,0.815831,0.870032,0.855866,0.970667,,,0.903892,0.977234,0.949838,0.684539,0.496886,0.834157,0.7446,,0.832129,0.910998,0.973962,0.980696,0.694561,,0.884193,0.755511,0.734747,0.968604,0.505345,0.97539,0.946626,0.712288,0.978489,0.882447,0.982381,0.902861,0.977224,0.929953,0.680695,0.980228,0.703836,0.988638,0.967635,0.982511,0.960018,0.604005,0.975121,0.94679,0.980479,0.765819,0.982789,0.899151,0.813589,0.974669,0.947822,0.974264,0.956267,0.977289,0.860056,0.895356,0.976875,0.947939,0.965045,0.94263,0.978113,0.874528,0.93509,0.923401,0.931516,0.894429,,0.934236,0.974673,0.882705,0.533226,0.608182,0.772637,0.752357,0.843312,0.956199,0.959151,0.982734,0.836605,0.898853,0.829851,0.73724,0.781841,0.77403,0.890281,0.974622,0.981883,0.981462,0.952794,0.89261,0.978906,0.632193,0.682669,0.787977,0.872103,0.980284,0.98201,0.975724,0.354005,,0.817066,0.852465,0.971939,0.821134,0.921861,0.602404,0.981125,0.920617,0.975871,0.778363,0.45246,0.863186,0.769669,0.775174,0.969106,0.866391,0.217322,0.94075,0.966199,0.982797,0.956829,0.865973,0.955393,0.972207,0.882344,0.970246,0.972636,0.679304,0.965717,0.966652,0.602043,0.982854,0.924863,0.958719,0.965083,0.874447,0.942533,0.072269,0.944019,0.884509,0.98036,0.609969,0.977077,0.960721,0.978386,0.970741,0.852034,0.819658,0.763409,0.975507,0.97691,0.833764,0.952291,0.933631,,0.946868,0.674265,
COSMIC.1240127,0.980661,0.930064,0.979021,0.977445,0.88361,0.978603,0.865454,0.819323,0.964119,0.976016,,0.675673,,,0.890198,0.539202,0.961562,,,0.822514,0.975938,0.906359,0.986937,,0.832441,,0.842831,0.954103,0.88056,0.811516,,0.978206,0.85278,0.968398,0.98509,0.964133,0.973024,0.948497,0.900729,,0.973976,0.967147,0.951896,0.945643,,,0.962825,0.976712,0.962277,0.673096,0.516849,0.969612,0.800076,,,0.940342,0.981862,0.979318,0.837807,0.474206,0.940305,0.933494,0.977639,0.958264,0.965456,0.981632,0.957774,0.785002,0.978779,0.863417,0.981842,0.930146,0.958012,0.960732,0.845613,0.963032,0.483068,0.977457,0.732726,0.978683,0.949469,0.890203,0.925065,0.77891,0.985413,0.943201,0.976573,0.83853,0.903957,,0.944196,0.936461,0.951968,0.973739,0.830672,0.932739,0.980702,0.970871,0.893621,0.95553,0.955245,0.94679,0.977034,0.878645,0.926224,0.897756,,0.895105,0.928281,0.935233,0.48462,0.361862,0.838477,0.9606,0.953322,0.9675,0.949073,0.793931,0.666913,0.949399,0.678533,0.758002,0.9819,0.851411,0.929877,0.98769,0.978659,0.979525,0.946719,0.970798,0.981095,0.977971,0.908714,0.975484,0.981628,0.977394,0.980902,0.979449,0.878643,0.935381,0.941489,0.879852,0.980817,0.889994,0.961885,0.695045,0.973291,0.900401,0.972127,0.906999,0.475693,0.849239,0.748449,0.933001,0.970282,0.871205,0.433999,0.695442,0.97853,0.976982,0.719769,0.847902,0.948933,0.963618,0.867803,0.815458,0.943277,0.722138,0.945021,0.954356,0.756512,0.970768,0.953986,0.969464,0.977308,0.975751,0.904944,0.144192,0.928103,0.943454,0.974169,0.781739,0.973974,0.928882,0.966738,0.916578,0.733214,0.836911,0.960234,0.801993,0.978701,0.852713,0.965673,0.959405,,0.925398,,
COSMIC.1240128,0.737606,0.684077,0.798524,0.804843,0.853381,0.981724,0.917924,0.795201,0.986888,0.947174,,0.606698,,,0.842817,0.345395,0.893049,,,0.804158,0.969238,0.879492,0.986759,,0.919249,,0.913622,0.860927,0.82938,0.905944,,0.883718,0.799635,0.929572,0.933771,0.989234,0.973184,0.860892,0.848375,,0.771999,0.939735,0.891553,0.934514,,,0.970212,0.955321,0.921873,0.623887,0.66546,0.469624,0.768005,,,0.954077,0.974095,0.981206,0.819294,,0.871269,0.895357,0.851768,0.955383,0.72749,0.672407,0.931288,0.881759,0.969629,0.825092,0.979591,0.980958,0.946076,0.984527,0.742586,0.978949,0.666259,0.984441,0.929455,0.965149,0.963291,0.66178,0.984581,0.943192,0.971571,0.794958,0.978775,0.852695,0.774183,0.951302,0.965679,0.862226,0.967654,0.947133,0.863655,0.926798,0.963197,0.95339,0.962024,0.960154,0.976728,0.914439,0.977688,0.944548,0.956142,0.927205,,0.941585,0.963829,0.827554,0.679838,0.629598,0.813075,0.736574,0.81188,0.970348,0.940831,0.972485,0.710331,0.980171,0.817269,0.836381,0.867472,0.920779,0.972623,0.966984,0.978921,0.980761,0.972863,0.956482,0.961862,0.552125,0.74485,0.678207,0.928969,0.892513,0.977882,0.976387,0.517448,0.419763,0.791857,0.913231,0.923473,0.839252,0.967876,0.674599,0.960921,0.961209,0.977951,0.977245,0.373727,0.86773,0.770563,0.81752,0.970021,0.933241,0.291294,0.951257,0.971256,0.977656,0.954176,0.7951,0.955681,0.966785,0.908718,0.976168,0.971135,0.710417,0.967854,0.978706,0.699923,0.981779,0.891984,0.953451,0.936525,0.909031,0.937217,0.258026,0.930899,0.954222,0.962402,0.74579,0.971031,0.903332,0.958196,0.85664,0.876454,0.640757,0.795447,0.860639,0.948574,0.824344,0.924812,0.884718,,0.90148,,
COSMIC.1240129,0.974262,0.96155,0.958402,0.973274,0.916867,0.975224,0.817868,0.810366,0.954538,0.950895,,0.758651,,,0.841717,0.513366,0.975961,,,0.894015,0.966737,,0.975905,,,,0.891831,0.96562,0.965233,0.751355,,0.933867,,0.966273,0.737679,0.976404,,0.954463,0.927913,,0.965199,0.956473,0.818037,0.959826,,,,0.961574,,0.826067,,0.987914,0.864179,,,0.913446,0.972878,0.974305,0.940765,0.973004,,,0.9249,,0.856821,0.95716,0.966446,,,,,,,0.904931,0.877965,0.962948,0.907061,0.900603,,,0.887213,0.751426,0.952801,0.834499,0.969393,0.882718,,,,,0.968629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965498,,,,,,,,,,,,,,,,,,,,,,,,,0.530589,0.850847,0.790843,0.907104,0.952637,0.897678,0.597366,0.945296,0.952934,0.940304,0.892848,0.883807,0.882391,0.898824,0.834418,0.933063,0.958916,0.749251,0.939414,0.915797,0.724141,0.962318,0.854705,0.967524,0.962417,0.848574,0.912776,0.098463,0.891624,0.879658,0.945794,0.787668,0.975444,0.952786,0.969246,0.961681,0.890511,0.948527,0.843406,0.97167,0.98118,0.869353,0.949228,0.924135,,0.859019,,
COSMIC.1240130,0.812062,,,,,,,,,,,,,,0.971231,,0.550499,,,,,0.822711,,,0.949264,,,,,,,0.47219,0.684623,0.919605,,,0.99514,,,,0.92538,0.882485,,0.908372,,,0.816392,,0.983879,,0.471863,,,,,,,0.98951,,,0.939372,0.959499,,0.976976,,,,0.876169,0.987968,0.839978,0.975374,0.954496,0.985092,0.975366,,,,0.992874,0.926711,0.947222,,0.842533,0.969956,0.976158,0.979174,0.554306,0.991655,0.948982,0.658236,,0.984657,0.934628,0.846381,0.991621,0.844076,0.915369,0.984929,0.962322,0.897065,0.93337,0.965829,0.806658,0.990913,0.964211,0.961987,0.842213,,0.964667,0.991695,0.729757,0.506364,0.332985,0.794966,0.401884,0.530908,0.990638,0.938269,0.929373,0.822475,0.945521,0.72625,0.75519,0.376047,0.973192,0.950685,,0.980267,0.986417,0.946667,0.900799,0.957068,0.634525,0.834398,0.802852,0.950903,0.98925,0.990297,0.951014,0.261176,,0.814571,0.962197,0.988948,0.767962,0.977608,0.470822,0.981767,0.98239,0.984871,0.924438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMIC.1240131,0.919691,0.950486,0.978401,0.961558,0.94915,0.962577,0.945478,0.921062,0.975834,0.945405,,0.846358,,,0.900458,0.742519,0.946862,,,0.949767,0.940345,0.901678,0.973273,,0.959339,,0.939581,0.942111,0.856845,0.900203,,0.947401,0.880435,0.972055,0.956995,0.98359,0.980604,0.905004,0.901625,,0.903367,0.965279,0.874576,0.960593,,,0.961967,0.945279,0.970317,0.908846,0.875563,0.924824,0.785056,,,0.921234,0.971885,0.975528,0.921474,,0.965262,0.857908,0.923908,0.946654,0.893328,0.972567,0.961405,0.978461,0.978652,0.78962,0.968396,0.92592,0.961823,0.95251,0.824424,0.946929,0.619832,0.966341,0.94127,0.9658,0.943671,0.813076,0.968142,0.960125,0.977534,0.954589,0.965975,0.846732,0.918267,0.946932,0.93607,0.94702,0.925016,0.964122,0.953726,0.923891,0.96747,0.963217,0.94312,0.922074,0.95924,0.932951,0.940212,0.894601,0.93918,0.903383,,0.899983,0.913493,0.898301,0.810035,0.856052,0.919312,0.903725,0.884547,0.944717,0.933684,0.979432,0.826376,0.92082,0.868194,0.90938,0.975999,0.89503,0.94977,0.904356,0.973044,0.971181,0.967027,0.970057,0.970828,0.901248,0.900787,0.879158,0.972327,0.973499,0.973499,0.957395,0.959386,0.96609,0.963167,0.921892,0.971823,0.939052,0.968708,0.70046,0.972811,0.940056,0.937189,0.947362,0.555109,0.884247,0.806345,0.871224,0.94873,0.880786,0.63985,0.911002,0.925313,0.953922,0.919848,0.871701,0.905633,0.912661,0.76825,0.932446,0.944319,0.751888,0.969349,0.972263,0.807352,0.973499,0.948517,0.943192,0.915437,0.843548,0.879601,0.525341,0.894247,0.932269,0.935454,0.882038,0.96011,0.965309,0.969477,0.969668,0.966157,0.947004,0.937844,0.96836,0.97127,0.953865,0.963148,0.964524,,0.966008,,
COSMIC.1240132,0.930442,0.89935,0.984891,0.952842,0.957132,0.980387,0.920199,0.910621,0.985808,0.974538,,0.847617,,,0.922991,0.493466,0.974932,,,0.973767,0.980931,0.938699,0.986729,,0.968699,,0.95486,0.979987,0.932903,0.892808,,0.983091,0.884445,0.98125,0.869579,0.989912,0.965203,0.977761,0.971584,,0.97088,0.974983,0.930125,0.973519,,,0.969391,0.973051,0.949194,0.929873,0.83148,0.955703,0.95654,,,0.924138,0.963057,0.972889,0.912533,0.908271,0.937571,0.920402,0.968097,0.951189,0.948234,0.98065,0.952018,0.97706,0.936204,0.954393,0.982787,0.941114,0.965458,0.961187,0.86089,0.979865,0.889702,0.980005,0.957076,0.971806,0.970393,0.890548,0.98454,0.936315,0.97336,0.971106,0.976208,0.902253,0.963495,,0.97913,0.97695,0.978478,0.961003,0.910786,0.966035,0.970461,0.969564,0.972442,0.93724,0.967565,0.92473,0.979413,0.931905,0.945895,0.971318,,0.979168,0.967807,0.881455,0.782628,0.755526,0.818658,0.910743,0.93631,0.977888,0.977277,0.956352,0.845854,0.96473,0.820943,0.752299,0.987792,0.830218,0.90924,0.989442,0.980735,0.975541,0.976557,0.976276,0.978129,0.863306,0.818889,0.856796,0.965749,0.979681,0.97739,0.934677,0.837895,0.832543,0.893493,0.941577,0.956926,0.889381,0.961229,0.893413,0.978087,0.9715,0.880305,0.979523,0.595212,0.921288,0.847017,0.971141,0.973148,0.941556,0.574892,0.906913,0.963546,0.969337,0.937994,0.963798,0.916476,0.959477,0.935579,0.942021,0.973119,0.91726,0.976835,0.963609,0.914606,0.981056,0.948362,0.980522,0.96106,0.974433,0.910816,0.347292,0.967129,0.96515,0.95274,0.694703,0.977895,0.958033,0.965889,0.970228,0.974548,0.96633,0.957286,0.973349,0.980035,0.964373,0.970331,0.979575,,0.977789,,
COSMIC.1240134,0.934087,0.855568,0.971464,0.938543,0.892657,0.980287,0.86425,0.812899,0.989493,0.942075,,0.61489,,,0.880731,0.227106,0.964888,,,0.864144,0.977402,0.910456,0.918045,,0.910197,,0.845153,0.93285,0.818083,0.830489,,0.977129,0.807145,0.955003,0.951192,0.972193,0.946478,0.9199,0.864865,,0.95508,0.970159,0.727624,0.968158,,,0.976029,0.976112,0.984299,0.746566,0.825444,0.909078,0.744104,,,0.923902,0.979363,0.980456,0.870932,0.815207,0.959403,0.794322,0.95611,0.95647,0.924927,0.964306,0.95217,0.920058,0.942769,0.818299,0.973433,0.783935,0.961652,0.916403,0.767662,0.978798,0.856879,0.970365,0.901769,0.980893,0.833915,0.749681,0.944945,0.865367,0.98809,0.955217,0.984573,0.942423,0.937374,,0.974648,0.96673,0.849662,0.953151,0.822666,0.934159,0.984115,0.978737,0.961481,0.955898,0.983438,0.81792,0.984182,0.978975,0.958019,0.923686,,0.973708,0.982852,0.845968,0.786983,0.701296,0.917268,0.919542,0.957546,0.962571,0.929501,0.954459,0.764064,0.963235,0.694456,0.798861,0.960595,0.602885,0.765308,0.958309,0.919916,0.984181,0.980216,0.961475,0.981863,0.89775,0.903536,0.925936,0.983342,0.984646,0.978573,0.960411,0.817561,0.80434,0.876169,0.955385,0.983986,0.963205,0.981862,0.541812,0.972629,0.955557,0.938572,0.946894,0.439534,0.827194,0.773927,0.914637,0.973636,0.845406,0.366752,0.81649,0.978447,0.986313,0.888143,0.888329,0.93722,0.922158,0.747594,0.909511,0.968856,0.647209,0.956941,0.955692,0.697734,0.975591,0.790425,0.984646,0.984616,0.857779,0.91949,0.298933,0.858783,0.916252,0.926148,0.666657,0.972786,0.887656,0.982421,0.920874,0.967516,0.907047,0.875936,0.825291,0.96432,0.869897,0.954455,0.955256,,0.921402,,
COSMIC.1240135,0.821581,,,,,,,,,,,,,,0.949586,,0.97272,,,,,0.943218,,,0.941191,,,,,,,0.920483,0.846167,0.93595,,,0.989837,,,,0.960903,0.940212,,0.977065,,,0.974044,,0.978629,,0.635827,,,,,,,0.977363,,,0.940186,0.838811,,0.948143,,,,0.886025,0.97835,0.827378,0.921495,0.90242,0.96726,0.933164,,,,0.982968,0.968498,0.98231,,0.809867,0.981393,0.946313,0.977678,0.901593,0.981928,0.918334,0.859674,,0.963766,0.967857,0.884288,0.975819,0.978812,0.92118,0.980812,0.945731,0.968918,0.946368,0.974016,0.847071,0.981357,0.945209,0.923779,0.898474,,0.956441,0.979739,0.840942,0.680333,0.631129,0.955954,0.888338,0.922718,0.928598,0.863981,0.982985,0.8155,0.945348,0.951698,0.875875,0.936177,0.752248,0.822275,,0.94975,0.980437,0.867049,0.933643,0.972284,0.877139,0.910015,0.909961,0.972866,0.971611,0.963693,0.981568,0.873852,0.890739,0.924525,0.918157,0.978201,0.93065,0.956213,0.708346,0.981433,0.946272,0.91269,0.97045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
